FIR_REG_NUM,CHARGESHEET_OR_NOT,CHARGESHEET_DT,FR_TYPE,COURT_DISPOSAL,DISPOSAL_DT
UP2025098600116,N,2025-06-15,B-Summary,,
UP2024126000070,N,2025-11-19,A-Summary,,
UP2024025500060,N,2025-09-06,A-Summary,,
UP2023125500053,Y,2023-11-15,,Pending Trial,
UP2023091700068,N,2024-03-11,B-Summary,,
UP2023121600125,Y,2023-12-15,,Pending Trial,
UP2024074300098,N,2025-06-14,A-Summary,,
UP2024111700021,Y,2024-06-30,,,
UP2024146400016,Y,2024-06-10,,Pending Trial,
UP2024056300133,N,2025-07-15,C-Summary,,
UP2023002700052,N,2024-07-21,C-Summary,,
UP2025140200149,Y,2025-11-16,,Pending Trial,
UP2024144400069,Y,2024-12-18,,Pending Trial,
UP2025083900082,Y,2026-01-17,,,
UP2023071400005,Y,2024-01-22,,,
UP2025108900086,N,2026-01-17,A-Summary,,
UP2024016400118,Y,2024-09-08,,Pending Trial,
UP2025094900113,Y,2026-03-09,,,
UP2025118200089,N,2026-06-30,A-Summary,,
UP2023025600049,N,2023-12-24,A-Summary,,
UP2025050300119,Y,2025-07-26,,,
UP2023010800029,Y,2024-02-02,,Pending Trial,
UP2023126000045,Y,2023-09-12,,Convicted,2024-06-25
UP2025054100175,N,2025-10-30,A-Summary,,
UP2024049100068,Y,2024-05-22,,,
UP2023034800042,Y,2023-07-06,,Pending Trial,
UP2024039600016,Y,2024-07-07,,Convicted,2025-08-01
UP2025115200096,N,2025-10-13,A-Summary,,
UP2025016600130,N,2026-05-11,B-Summary,,
UP2024061200023,N,2025-08-05,B-Summary,,
UP2025055800154,N,2025-06-24,C-Summary,,
UP2023109800063,N,2024-06-23,C-Summary,,
UP2025002200142,N,2026-06-30,B-Summary,,
UP2025023300019,Y,2025-05-22,,Pending Trial,
UP2025054600169,Y,2025-08-22,,,
UP2025076100139,N,2026-06-30,A-Summary,,
UP2023020800028,N,2023-07-24,A-Summary,,
UP2024010500044,N,2025-01-12,A-Summary,,
UP2025014100102,N,2025-08-20,C-Summary,,
UP2025094200085,N,2026-05-26,B-Summary,,
UP2024020000103,Y,2024-07-28,,,
UP2023097200028,N,2023-11-03,A-Summary,,
UP2023062200057,N,2024-03-14,A-Summary,,
UP2023133000103,N,2023-06-06,C-Summary,,
UP2023100100056,N,2024-09-29,B-Summary,,
UP2023028900064,Y,2024-02-25,,Pending Trial,
UP2025049000087,N,2025-08-10,A-Summary,,
UP2024056500139,N,2024-06-01,A-Summary,,
UP2025141500050,Y,2025-08-10,,Pending Trial,
UP2025060600122,Y,2025-12-12,,,
UP2023062300049,N,2023-11-09,A-Summary,,
UP2024005400023,N,2025-10-11,A-Summary,,
UP2024104300152,Y,2024-06-19,,Acquitted,2025-06-19
UP2024029600081,Y,2025-03-04,,,
UP2023119500022,N,2023-03-05,B-Summary,,
UP2024109000104,Y,2024-12-08,,Pending Trial,
UP2023043300047,Y,2023-12-04,,,
UP2024069700048,N,2024-06-28,A-Summary,,
UP2025120500092,Y,2025-09-02,,Pending Trial,
UP2024043700072,Y,2024-06-14,,,
UP2024148600110,Y,2024-09-29,,Pending Trial,
UP2025144800030,N,2026-01-11,A-Summary,,
UP2024069500150,N,2025-06-25,C-Summary,,
UP2023147300149,N,2023-05-29,A-Summary,,
UP2024057100065,Y,2025-03-07,,Acquitted,2026-06-30
UP2025107700010,Y,2025-06-17,,,
UP2024063400076,Y,2024-11-14,,Pending Trial,
UP2025115400127,N,2025-12-08,B-Summary,,
UP2025053800102,Y,2025-10-18,,Pending Trial,
UP2025056700099,N,2025-07-27,C-Summary,,
UP2025054300184,Y,2025-06-27,,,
UP2023125500054,Y,2023-08-21,,Acquitted,2025-04-02
UP2024091400079,Y,2025-02-24,,,
UP2025052300051,N,2025-12-13,A-Summary,,
UP2024053600150,N,2024-12-19,A-Summary,,
UP2024040300022,Y,2024-12-26,,,
UP2024121500101,N,2025-06-27,A-Summary,,
UP2025105400026,N,2025-08-30,A-Summary,,
UP2025006200022,Y,2025-07-07,,Pending Trial,
UP2023056400089,Y,2023-10-13,,Pending Trial,
UP2025029100054,N,2025-12-29,B-Summary,,
UP2023001100067,N,2023-08-24,C-Summary,,
UP2025052700110,Y,2026-02-22,,Pending Trial,
UP2024140500087,Y,2025-03-25,,,
UP2023112400086,Y,2023-07-29,,,
UP2023139700107,Y,2023-08-11,,,
UP2024125900070,N,2024-07-22,C-Summary,,
UP2025133300169,Y,2025-09-10,,Discharged,2026-06-30
UP2024022400071,Y,2024-05-10,,,
UP2023096800053,Y,2024-02-07,,,
UP2025027000072,N,2025-09-07,B-Summary,,
UP2024052600143,Y,2025-05-20,,Pending Trial,
UP2024097300095,N,2024-12-08,A-Summary,,
UP2025118400054,Y,2025-08-09,,Pending Trial,
UP2024123300144,N,2024-08-01,A-Summary,,
UP2023015700073,N,2024-03-25,C-Summary,,
UP2025148000216,Y,2025-06-20,,Pending Trial,
UP2025054600170,N,2026-02-12,C-Summary,,
UP2024000600072,Y,2024-08-03,,,
UP2025056500128,N,2025-07-05,C-Summary,,
UP2023112200061,Y,2023-06-25,,Pending Trial,
UP2025059800159,Y,2025-08-12,,,
UP2023058400038,Y,2023-06-15,,,
UP2024143700132,Y,2024-07-03,,,
UP2023053600102,Y,2023-11-14,,,
UP2023147300151,N,2023-08-30,A-Summary,,
UP2025149000171,N,2026-02-22,A-Summary,,
UP2024050400105,Y,2024-12-29,,Convicted,2025-09-25
UP2023016600095,Y,2023-07-12,,Pending Trial,
UP2023122400069,N,2024-10-26,A-Summary,,
UP2024120400092,Y,2024-08-02,,Pending Trial,
UP2023045000051,Y,2024-03-15,,Pending Trial,
UP2024019600120,Y,2025-03-25,,,
UP2024089900069,N,2024-07-22,A-Summary,,
UP2025036600077,Y,2025-11-03,,,
UP2025126900021,Y,2026-01-08,,Pending Trial,
UP2025110500135,Y,2025-12-30,,Pending Trial,
UP2024031500073,N,2024-12-28,A-Summary,,
UP2024027200061,Y,2024-08-27,,Acquitted,2025-01-10
UP2025064100027,N,2026-04-12,A-Summary,,
UP2025056000162,N,2026-04-15,A-Summary,,
UP2023004200055,Y,2023-10-02,,,
UP2025113900032,Y,2025-10-21,,,
UP2023049200062,Y,2023-03-11,,Pending Trial,
UP2024116600076,N,2025-05-08,A-Summary,,
UP2023108100097,N,2024-07-17,A-Summary,,
UP2023140600076,Y,2024-02-28,,,
UP2023026000052,N,2024-06-11,B-Summary,,
UP2023121400060,N,2024-02-07,A-Summary,,
UP2024022400072,Y,2024-09-14,,,
UP2023131000009,Y,2023-12-20,,Pending Trial,
UP2023104600090,Y,2023-07-10,,Pending Trial,
UP2023092400018,N,2024-08-08,C-Summary,,
UP2024104800144,N,2024-12-10,C-Summary,,
UP2024054900189,N,2025-09-28,A-Summary,,
UP2023004700075,N,2024-06-18,A-Summary,,
UP2024096800061,N,2024-10-13,C-Summary,,
UP2025023400017,Y,2025-08-23,,,
UP2023146500017,N,2024-07-06,C-Summary,,
UP2024003300075,Y,2024-08-16,,,
UP2025017000032,Y,2025-09-08,,Convicted,2026-06-30
UP2023105100085,N,2023-12-28,A-Summary,,
UP2025148000217,Y,2025-05-22,,Acquitted,2026-06-30
UP2025057200179,N,2026-06-30,C-Summary,,
UP2024074500114,Y,2024-07-09,,,
UP2025061600034,Y,2026-03-09,,,
UP2025038500048,Y,2025-06-14,,Pending Trial,
UP2023031600038,Y,2023-12-24,,,
UP2025021700096,Y,2025-10-24,,Pending Trial,
UP2025123200154,Y,2025-09-09,,Pending Trial,
UP2025140200150,Y,2025-03-30,,Pending Trial,
UP2024030500014,N,2025-06-06,B-Summary,,
UP2025054300185,N,2025-10-22,A-Summary,,
UP2025104300184,N,2025-12-30,A-Summary,,
UP2023129500012,Y,2023-09-01,,Pending Trial,
UP2023030000013,Y,2024-01-15,,,
UP2024004100094,Y,2024-07-11,,Convicted,2026-01-25
UP2023107800057,N,2024-09-04,C-Summary,,
UP2024111400075,N,2025-09-18,A-Summary,,
UP2023054600114,N,2024-01-11,A-Summary,,
UP2025020400116,Y,2025-09-02,,Pending Trial,
UP2024054000110,N,2024-12-15,B-Summary,,
UP2025055800155,N,2025-05-24,C-Summary,,
UP2024057000085,Y,2024-08-05,,,
UP2023122300059,N,2023-07-16,B-Summary,,
UP2023104400097,Y,2023-08-23,,,
UP2023110000082,Y,2023-06-13,,Convicted,2024-08-21
UP2023002200069,Y,2023-10-06,,Discharged,2024-05-07
UP2024028500074,N,2025-04-09,A-Summary,,
UP2024095900086,Y,2024-05-10,,Pending Trial,
UP2023069100103,Y,2023-11-30,,Pending Trial,
UP2025115300074,Y,2025-11-22,,Pending Trial,
UP2024147500113,Y,2024-11-17,,Convicted,2026-05-24
UP2025021400030,Y,2025-09-07,,Pending Trial,
UP2024005100143,N,2025-07-21,C-Summary,,
UP2025048000105,Y,2025-09-22,,Pending Trial,
UP2025111200077,N,2026-06-30,A-Summary,,
UP2023049000057,N,2024-05-10,B-Summary,,
UP2025142400066,Y,2025-07-17,,,
UP2025099400066,N,2026-06-30,A-Summary,,
UP2025047200015,Y,2025-07-15,,Pending Trial,
UP2025056300167,Y,2026-02-22,,,
UP2023148600072,N,2024-05-13,A-Summary,,
UP2023142100079,Y,2023-04-06,,,
UP2025079000013,N,2025-12-29,B-Summary,,
UP2024008400014,Y,2024-03-05,,,
UP2023080200051,Y,2023-06-02,,,
UP2024144300080,Y,2025-04-06,,Pending Trial,
UP2025049300123,N,2026-03-21,B-Summary,,
UP2023121300070,Y,2024-02-06,,Acquitted,2025-03-29
UP2024057500136,N,2024-12-25,B-Summary,,
UP2024149000143,N,2024-07-31,A-Summary,,
UP2025149500220,N,2025-04-16,C-Summary,,
UP2023145500014,Y,2024-02-23,,,
UP2023037800046,N,2023-09-10,C-Summary,,
UP2023144900021,Y,2023-11-16,,,
UP2024017000017,Y,2024-07-10,,Pending Trial,
UP2024149600134,N,2025-05-26,C-Summary,,
UP2023123300105,N,2023-12-28,B-Summary,,
UP2023146000060,Y,2023-09-14,,Convicted,2025-02-27
UP2025084400133,Y,2026-01-14,,,
UP2025002700117,Y,2025-09-30,,Pending Trial,
UP2023148200122,N,2024-05-23,C-Summary,,
UP2024079500015,Y,2024-07-12,,Discharged,2026-02-24
UP2025084100138,N,2026-04-21,B-Summary,,
UP2024001300070,Y,2024-10-07,,,
UP2025140000092,Y,2026-04-03,,,
UP2025087400004,Y,2025-09-09,,Pending Trial,
UP2024100100083,Y,2024-07-24,,,
UP2024055700115,N,2025-04-27,C-Summary,,
UP2024047400092,Y,2025-01-16,,Acquitted,2026-02-21
UP2023041500014,Y,2023-02-10,,,
UP2024125700064,Y,2024-08-15,,,
UP2024059800134,N,2024-11-30,C-Summary,,
UP2024016200106,Y,2025-01-01,,Pending Trial,
UP2025060400136,Y,2025-12-21,,Acquitted,2026-06-30
UP2024100100084,Y,2024-07-15,,,
UP2024105100106,N,2025-07-10,C-Summary,,
UP2024069100123,Y,2024-09-12,,,
UP2025020200113,N,2026-06-30,A-Summary,,
UP2025090700012,N,2025-09-30,A-Summary,,
UP2025082400065,N,2026-04-23,A-Summary,,
UP2025105000172,N,2025-05-21,C-Summary,,
UP2024004400112,Y,2024-09-08,,Acquitted,2025-01-23
UP2025050500119,N,2026-03-22,A-Summary,,
UP2023007000046,N,2023-07-02,C-Summary,,
UP2023144000087,Y,2023-08-02,,Pending Trial,
UP2024004500131,N,2025-03-11,C-Summary,,
UP2023021700065,Y,2023-08-30,,Convicted,2024-09-10
UP2024062100102,Y,2024-11-20,,Pending Trial,
UP2025147500127,N,2026-03-20,B-Summary,,
UP2024002400070,Y,2025-03-31,,,
UP2025110600156,Y,2026-01-19,,Pending Trial,
UP2023138400026,N,2023-06-07,A-Summary,,
UP2024119900080,N,2025-09-23,B-Summary,,
UP2025096300065,N,2026-04-01,A-Summary,,
UP2025057000106,N,2025-10-02,B-Summary,,
UP2023115200063,Y,2024-03-10,,Pending Trial,
UP2025115100122,Y,2025-07-29,,Pending Trial,
UP2025047600071,N,2025-09-29,A-Summary,,
UP2024006400026,Y,2025-02-16,,,
UP2024051100154,N,2025-09-06,A-Summary,,
UP2025059900136,Y,2026-03-31,,,
UP2025007200042,N,2025-08-26,C-Summary,,
UP2023101900011,Y,2023-06-07,,,
UP2024142600054,Y,2024-04-16,,Pending Trial,
UP2024032500051,N,2024-11-19,A-Summary,,
UP2024139800151,N,2024-12-14,B-Summary,,
UP2023076300082,Y,2023-10-30,,,
UP2025076800127,N,2026-01-23,B-Summary,,
UP2023060400081,N,2024-04-25,B-Summary,,
UP2024118700078,Y,2024-09-20,,Pending Trial,
UP2025133000205,Y,2026-01-31,,Pending Trial,
UP2025015800123,Y,2025-08-26,,Pending Trial,
UP2025109700089,N,2026-06-30,A-Summary,,
UP2025137700009,Y,2025-09-17,,,
UP2024025600049,N,2025-02-11,A-Summary,,
UP2024060400122,Y,2024-08-09,,,
UP2025149600144,N,2025-09-06,A-Summary,,
UP2024062300081,Y,2024-06-19,,Convicted,2025-05-19
UP2025029500094,N,2025-09-03,B-Summary,,
UP2023110200083,Y,2023-12-11,,,
UP2025127700141,N,2026-06-30,C-Summary,,
UP2023116900041,Y,2023-07-17,,Pending Trial,
UP2024029800024,Y,2024-06-28,,Pending Trial,
UP2023052800116,N,2024-10-07,A-Summary,,
UP2023107200018,N,2024-08-02,A-Summary,,
UP2023121300071,N,2023-10-24,A-Summary,,
UP2024004600082,N,2025-01-30,C-Summary,,
UP2025058700056,N,2026-06-30,A-Summary,,
UP2023068600080,Y,2023-11-12,,,
UP2024004700117,Y,2024-12-06,,Pending Trial,
UP2024026800021,Y,2024-05-10,,Pending Trial,
UP2024108000073,N,2024-09-24,B-Summary,,
UP2025123200155,N,2026-05-17,B-Summary,,
UP2025148100170,N,2025-06-18,B-Summary,,
UP2024036700064,Y,2024-07-23,,Pending Trial,
UP2024107500027,Y,2024-05-24,,Pending Trial,
UP2024120000096,N,2024-12-12,A-Summary,,
UP2024118400040,N,2025-04-01,A-Summary,,
UP2024129500020,Y,2024-05-09,,,
UP2025049100085,N,2026-04-03,C-Summary,,
UP2025134900030,Y,2025-07-22,,,
UP2023053700080,N,2023-09-21,C-Summary,,
UP2025082900083,Y,2026-05-10,,Pending Trial,
UP2024012600023,Y,2024-06-27,,,
UP2025112500129,Y,2025-05-22,,,
UP2023053500081,Y,2024-04-15,,Pending Trial,
UP2023148700110,Y,2023-12-18,,,
UP2024117000067,Y,2025-04-21,,Pending Trial,
UP2025098300074,N,2026-06-30,A-Summary,,
UP2025000700089,N,2026-03-18,A-Summary,,
UP2024020800040,N,2025-04-16,C-Summary,,
UP2024089900070,Y,2024-09-14,,Pending Trial,
UP2024110400070,N,2024-10-14,B-Summary,,
UP2025043300095,Y,2025-03-03,,Pending Trial,
UP2024064300031,Y,2025-02-16,,Pending Trial,
UP2024055400074,N,2025-04-08,A-Summary,,
UP2025145700097,Y,2025-07-26,,,
UP2023070800020,N,2023-07-14,A-Summary,,
UP2025016100090,Y,2025-05-28,,Pending Trial,
UP2024034700063,Y,2024-08-31,,Pending Trial,
UP2023014500059,N,2023-12-17,A-Summary,,
UP2025002800096,N,2025-07-20,C-Summary,,
UP2024147500114,N,2024-10-13,B-Summary,,
UP2024059800135,Y,2025-01-19,,,
UP2024050500100,Y,2025-02-17,,,
UP2024078000039,N,2025-02-21,B-Summary,,
UP2024006400027,Y,2024-05-18,,Pending Trial,
UP2025108700078,N,2026-06-30,B-Summary,,
UP2025117700017,N,2026-02-02,A-Summary,,
UP2024128400021,Y,2025-03-01,,Pending Trial,
UP2024019900120,N,2025-03-20,C-Summary,,
UP2024100200059,N,2025-03-12,A-Summary,,
UP2024019900121,Y,2024-07-11,,Pending Trial,
UP2024099100076,N,2024-11-07,A-Summary,,
UP2024033300062,N,2025-05-11,A-Summary,,
UP2025074800107,Y,2026-01-07,,Pending Trial,
UP2025148800136,N,2026-06-30,C-Summary,,
UP2023062900089,N,2025-01-02,C-Summary,,
UP2024110800080,N,2025-10-10,B-Summary,,
UP2023052800117,Y,2024-05-13,,,
UP2025023600020,N,2026-06-30,B-Summary,,
UP2024022400073,N,2025-02-14,B-Summary,,
UP2024051000102,N,2025-05-03,C-Summary,,
UP2023019600093,N,2023-11-29,C-Summary,,
UP2024069300092,Y,2024-05-27,,Pending Trial,
UP2025019600140,N,2026-04-11,A-Summary,,
UP2024098300071,N,2025-02-08,C-Summary,,
UP2025115000121,N,2026-06-21,B-Summary,,
UP2025053100240,N,2025-10-28,C-Summary,,
UP2024118800055,Y,2024-10-06,,Pending Trial,
UP2025054200188,N,2026-06-30,B-Summary,,
UP2023089800020,N,2023-05-21,C-Summary,,
UP2025055900101,N,2026-06-30,B-Summary,,
UP2023083100062,Y,2023-10-23,,Convicted,2024-03-21
UP2024020100140,Y,2024-08-30,,,
UP2025091300119,Y,2025-11-08,,,
UP2025097400095,N,2026-06-30,B-Summary,,
UP2024122900141,N,2024-09-09,C-Summary,,
UP2024084500071,N,2025-02-17,B-Summary,,
UP2023057400081,N,2024-09-26,C-Summary,,
UP2025056400108,N,2026-06-30,A-Summary,,
UP2024050500101,N,2025-02-19,B-Summary,,
UP2025075300049,N,2025-08-24,B-Summary,,
UP2025149600145,N,2026-04-19,C-Summary,,
UP2024107100079,Y,2024-06-06,,,
UP2023133300106,Y,2023-06-18,,Pending Trial,
UP2024099400051,N,2025-01-25,A-Summary,,
UP2025002900086,N,2026-01-31,A-Summary,,
UP2025043200066,N,2026-06-30,B-Summary,,
UP2024121500102,N,2024-06-11,A-Summary,,
UP2025087100004,N,2026-06-30,B-Summary,,
UP2023028900065,Y,2023-09-07,,Pending Trial,
UP2025111200078,N,2026-02-07,A-Summary,,
UP2024102100010,Y,2024-04-03,,,
UP2025054500148,Y,2026-04-23,,Pending Trial,
UP2024108700084,Y,2025-02-14,,,
UP2024144700039,N,2025-06-23,A-Summary,,
UP2025110800091,Y,2025-09-19,,Pending Trial,
UP2025137100027,N,2025-09-16,B-Summary,,
UP2025045000082,Y,2025-06-01,,Pending Trial,
UP2025006900073,Y,2025-04-02,,,
UP2025143600122,Y,2025-10-20,,Convicted,2026-06-30
UP2025053500163,Y,2025-07-10,,Pending Trial,
UP2025002500120,N,2026-05-09,A-Summary,,
UP2025138400035,Y,2025-02-28,,,
UP2023110200084,N,2024-03-21,A-Summary,,
UP2024082600083,Y,2024-09-15,,,
UP2025062700078,Y,2025-06-03,,,
UP2023014000040,N,2024-01-22,C-Summary,,
UP2025149100191,N,2025-12-20,A-Summary,,
UP2023111800013,Y,2023-07-21,,Acquitted,2025-02-24
UP2024083800088,Y,2024-08-08,,,
UP2024057400123,N,2025-05-01,B-Summary,,
UP2024083500083,Y,2024-11-01,,Pending Trial,
UP2025057100086,N,2025-09-21,A-Summary,,
UP2023149300101,Y,2024-02-15,,Pending Trial,
UP2024060700060,N,2024-09-15,A-Summary,,
UP2025010100028,N,2025-09-16,A-Summary,,
UP2025133600051,N,2026-06-30,A-Summary,,
UP2024144000141,Y,2025-03-02,,Pending Trial,
UP2024120900098,N,2024-06-11,C-Summary,,
UP2024050500102,Y,2024-09-23,,,
UP2025076600123,Y,2026-01-04,,,
UP2023053500082,Y,2023-05-21,,Convicted,2024-07-03
UP2025016300147,N,2026-05-22,A-Summary,,
UP2023052600132,Y,2023-11-16,,Convicted,2024-07-28
UP2024097700072,Y,2025-03-25,,Pending Trial,
UP2024068600115,N,2025-01-05,A-Summary,,
UP2025069600042,N,2025-08-27,B-Summary,,
UP2023043600033,Y,2023-07-16,,Pending Trial,
UP2025062200091,Y,2025-07-24,,,
UP2023053300086,N,2024-02-25,C-Summary,,
UP2025144200156,Y,2025-04-22,,,
UP2025014300091,Y,2025-11-24,,Pending Trial,
UP2024143800138,Y,2024-12-16,,,
UP2025133400175,Y,2025-08-29,,,
UP2024140300097,N,2025-08-01,B-Summary,,
UP2025022200082,Y,2026-01-09,,Pending Trial,
UP2024120000097,Y,2024-11-18,,,
UP2023054000079,Y,2024-03-02,,,
UP2025014400098,N,2026-06-30,C-Summary,,
UP2024091500083,N,2025-02-01,A-Summary,,
UP2023009100022,N,2024-07-14,A-Summary,,
UP2023082500060,N,2024-06-07,C-Summary,,
UP2025128800034,Y,2025-06-27,,Acquitted,2026-03-15
UP2025076300130,N,2026-06-30,A-Summary,,
UP2025049300124,N,2025-12-22,C-Summary,,
UP2023061000024,N,2024-01-25,A-Summary,,
UP2025027100086,N,2026-04-13,A-Summary,,
UP2024045700027,Y,2024-09-29,,Convicted,2025-05-12
UP2025110200137,Y,2025-08-18,,,
UP2024144100123,N,2024-09-24,A-Summary,,
UP2024148900124,Y,2024-08-24,,,
UP2023105200117,Y,2023-08-14,,Pending Trial,
UP2025148300109,Y,2025-10-05,,Convicted,2026-06-30
UP2024010800038,Y,2025-03-15,,,
UP2024083300054,N,2024-03-16,A-Summary,,
UP2023029800016,Y,2023-09-11,,,
UP2023138300010,Y,2023-05-14,,Acquitted,2024-08-30
UP2024057500137,N,2025-06-21,C-Summary,,
UP2023112300079,Y,2023-04-28,,,
UP2024147300194,Y,2025-01-31,,,
UP2023104900086,N,2023-11-25,A-Summary,,
UP2023060400082,N,2024-12-16,B-Summary,,
UP2023127200101,Y,2023-10-26,,,
UP2025132500173,Y,2025-09-26,,,
UP2024029700074,N,2024-09-09,A-Summary,,
UP2023132600071,N,2023-12-14,B-Summary,,
UP2023056300108,N,2024-09-02,A-Summary,,
UP2023020300080,N,2024-07-15,A-Summary,,
UP2023014500060,Y,2023-09-06,,Pending Trial,
UP2024033200034,Y,2024-05-18,,Pending Trial,
UP2025125600090,Y,2025-07-04,,Pending Trial,
UP2024054600141,Y,2024-09-17,,Pending Trial,
UP2023109200084,N,2023-11-02,A-Summary,,
UP2025121500143,N,2026-02-14,A-Summary,,
UP2025085700080,Y,2026-02-10,,Pending Trial,
UP2023015900067,Y,2023-04-19,,Pending Trial,
UP2023108900046,N,2024-03-18,A-Summary,,
UP2024138700031,N,2024-10-06,A-Summary,,
UP2025072600018,N,2025-04-26,A-Summary,,
UP2025004900138,Y,2025-11-02,,Pending Trial,
UP2025100000074,N,2025-08-20,A-Summary,,
UP2025149300152,Y,2025-07-22,,,
UP2024121600125,Y,2025-03-21,,Pending Trial,
UP2024085700080,Y,2025-05-30,,Pending Trial,
UP2025132800194,Y,2025-04-28,,Acquitted,2025-10-05
UP2024037800080,N,2025-11-02,A-Summary,,
UP2024055800151,N,2025-01-08,C-Summary,,
UP2025139100009,N,2026-04-02,C-Summary,,
UP2025121200146,Y,2026-05-09,,Pending Trial,
UP2023007400032,Y,2023-09-11,,,
UP2023061600014,Y,2023-08-03,,Pending Trial,
UP2024095900087,Y,2025-04-03,,Convicted,2026-06-24
UP2024118700079,Y,2025-02-16,,Pending Trial,
UP2023069000124,N,2023-12-15,A-Summary,,
UP2024080200065,Y,2024-04-28,,,
UP2023008700011,Y,2023-08-09,,,
UP2023121700092,N,2024-01-14,B-Summary,,
UP2024113500018,Y,2024-12-18,,Pending Trial,
UP2023085400059,N,2024-04-06,A-Summary,,
UP2025147400129,N,2026-03-11,C-Summary,,
UP2023047800055,Y,2023-12-28,,Convicted,2025-08-04
UP2025005800041,N,2026-03-14,B-Summary,,
UP2025026000090,Y,2026-03-12,,,
UP2025119900108,Y,2025-07-11,,,
UP2023057800089,Y,2024-01-06,,Pending Trial,
UP2024027500069,Y,2024-07-28,,Pending Trial,
UP2024048900075,N,2025-04-07,C-Summary,,
UP2024096500059,N,2025-05-21,B-Summary,,
UP2025116800084,N,2026-03-23,B-Summary,,
UP2025020100171,Y,2025-12-02,,,
UP2025098600117,Y,2026-06-23,,Pending Trial,
UP2025032400034,Y,2025-04-05,,Pending Trial,
UP2023147900122,Y,2024-03-30,,Pending Trial,
UP2024122900142,Y,2025-04-11,,Convicted,2026-05-05
UP2024055400075,N,2024-10-22,A-Summary,,
UP2025122100099,N,2026-05-13,C-Summary,,
UP2025075900022,Y,2026-01-06,,,
UP2023031700069,Y,2023-10-03,,Pending Trial,
UP2024148400154,Y,2024-11-29,,Pending Trial,
UP2025097100118,Y,2025-12-02,,Pending Trial,
UP2024058100045,Y,2024-08-31,,,
UP2025016300148,N,2025-11-04,C-Summary,,
UP2023073800076,N,2024-09-05,A-Summary,,
UP2024081000014,Y,2025-04-08,,Pending Trial,
UP2024094500079,Y,2024-09-14,,,
UP2023122400070,N,2023-07-30,A-Summary,,
UP2024054600142,Y,2024-09-21,,,
UP2023120400076,Y,2024-03-13,,,
UP2023015900068,N,2023-12-30,B-Summary,,
UP2025044900093,Y,2026-02-27,,Pending Trial,
UP2024149200151,N,2025-02-10,B-Summary,,
UP2024116700069,Y,2024-08-20,,Convicted,2025-10-17
UP2024099200049,Y,2024-10-26,,,
UP2023127300086,Y,2023-05-12,,,
UP2025049900031,N,2025-12-02,C-Summary,,
UP2024055100103,Y,2024-08-07,,Convicted,2025-07-01
UP2025030200020,N,2025-09-14,C-Summary,,
UP2024054700171,N,2025-05-16,B-Summary,,
UP2023056700058,N,2023-10-06,C-Summary,,
UP2024070700017,N,2025-01-03,A-Summary,,
UP2023019700087,Y,2023-04-16,,Acquitted,2023-10-14
UP2025027500073,Y,2025-05-17,,,
UP2023085700043,N,2024-07-02,B-Summary,,
UP2024033300063,Y,2024-05-10,,,
UP2024143500135,Y,2024-05-29,,Pending Trial,
UP2024100000054,N,2024-10-31,C-Summary,,
UP2023083800066,N,2024-04-09,A-Summary,,
UP2023095100052,N,2024-09-18,A-Summary,,
UP2023059800098,N,2024-04-14,C-Summary,,
UP2024100100085,Y,2025-02-19,,,
UP2024062900086,Y,2025-02-26,,,
UP2025147600215,N,2026-01-31,C-Summary,,
UP2024071200022,Y,2024-12-27,,,
UP2025149400181,Y,2025-12-18,,,
UP2024044800088,N,2024-12-14,B-Summary,,
UP2024082700102,Y,2024-11-28,,,
UP2024127900131,N,2025-05-18,B-Summary,,
UP2023073700090,Y,2023-08-11,,Pending Trial,
UP2025018500032,Y,2025-12-10,,,
UP2024085800016,Y,2024-04-09,,Pending Trial,
UP2023069500100,Y,2024-03-12,,,
UP2023118600038,N,2023-09-06,A-Summary,,
UP2025112500130,Y,2026-02-24,,,
UP2023033400026,N,2024-01-29,C-Summary,,
UP2023015500066,N,2024-06-19,A-Summary,,
UP2023020400070,N,2023-09-01,A-Summary,,
UP2025114300035,N,2026-02-20,B-Summary,,
UP2024094900082,N,2024-08-14,B-Summary,,
UP2024050900143,Y,2025-02-12,,Pending Trial,
UP2025146000093,N,2026-05-15,B-Summary,,
UP2024055400076,Y,2024-06-12,,Pending Trial,
UP2025016200147,N,2026-04-24,B-Summary,,
UP2025105300115,Y,2025-07-16,,,
UP2024034400079,Y,2024-03-16,,,
UP2025055800156,N,2026-05-30,A-Summary,,
UP2024105100107,Y,2024-05-30,,,
UP2025015500103,N,2026-05-23,A-Summary,,
UP2024045800081,Y,2025-04-06,,Pending Trial,
UP2023134200029,N,2023-09-16,A-Summary,,
UP2025099000069,N,2026-02-19,B-Summary,,
UP2025132800195,N,2026-06-30,C-Summary,,
UP2024043700073,N,2024-11-04,A-Summary,,
UP2024006800059,Y,2024-05-23,,Pending Trial,
UP2025127400098,N,2026-04-02,C-Summary,,
UP2023001600039,N,2023-10-21,A-Summary,,
UP2024099200050,N,2024-12-14,A-Summary,,
UP2023139900117,Y,2024-02-15,,Pending Trial,
UP2023142100080,Y,2023-07-26,,Convicted,2025-02-01
UP2023072600015,Y,2023-06-05,,,
